DX_CD,DX_HSDW_SHORT_DESC,DX_HSDW_LONG_DESC
816.11,"fx mid/prox phalanx, hand, open",open fracture of middle or proximal phalanx or phalanges of hand
816.12,"fx distal phalanx, hand, open",open fracture of distal phalanx or phalanges of hand
816.13,"fx mult phalanx, hand, open",open fracture of multiple sites of phalanx or phalanges of hand
817,"fx, multiple, hand bones",multiple fractures of hand bones
817.0,"fx, multiple, hand, closed",multiple closed fractures of hand bones
817.1,"fx, multiple hand, open",multiple open fractures of hand bones
818,"fx, ill-defined, upper limb",ill-defined fractures of upper limb
818.0,"fx arm multiple/nos, closed",ill-defined closed fractures of upper limb
818.1,"fx arm multiple/nos, open",ill-defined open fractures of upper limb
819,"fx, multiple, upper limb","multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum"
819.0,"fx arms with rib/sternum, closed","multiple closed fractures involving both upper limbs, and upper limb with rib(s) and sternum"
819.1,"fx arms with rib/sternum, open","multiple open fractures involving both upper limbs, and upper limb with rib(s) and sternum"
820,"fracture, neck of femur",fracture of neck of femur
820.0,"fx, transcervical femur, closed","transcervical fracture, closed"
820.00,"fx femur intracapsular nos, closed","fracture of unspecified intracapsular section of neck of femur, closed"
820.01,"fx upper femur epiphysis, closed","fracture of epiphysis (separation) (upper) of neck of femur, closed"
820.02,"fx femur midcervical, closed","fracture of midcervical section of femur, closed"
820.03,"fx base femoral neck, closed","fracture of base of neck of femur, closed"
820.09,"fx transcervical femur  nec, closed","other transcervical fracture of femur, closed"
820.1,"fx, transcervical femur, open","transcervical fracture, open"
820.10,"fx femur intracapsular nos, open","fracture of unspecified intracapsular section of neck of femur, open"
820.11,"fx upper femur epiphysis, open","fracture of epiphysis (separation) (upper) of neck of femur, open"
820.12,"fx femur midcervical, open","fracture of midcervical section of femur, open"
820.13,"fx base femoral neck, open","fracture of base of neck of femur, open"
820.19,"fx transcervical femur nec, open","other transcervical fracture of femur, open"
820.2,"fx, pertrochanteric femur, closed","pertrochanteric fracture of femur, closed"
820.20,"fx, trochanteric nos, closed","fracture of unspecified trochanteric section of femur, closed"
820.21,"fx, intertrochanteric, closed","fracture of intertrochanteric section of femur, closed"
820.22,"fx, subtrochanteric, closed","fracture of subtrochanteric section of femur, closed"
820.3,"fx, pertrochanteric femur, open","pertrochanteric fracture of femur, open"
820.30,"fx, trochanteric nos, open","fracture of unspecified trochanteric section of femur, open"
820.31,"fx, intertrochanteric, open","fracture of intertrochanteric section of femur, open"
820.32,"fx, subtrochanteric, open","fracture of subtrochanteric section of femur, open"
820.8,"fx neck of femur nos, closed","fracture of unspecified part of neck of femur, closed"
820.9,"fx neck of femur nos, open","fracture of unspecified part of neck of femur, open"
821,"fx, femur, other",fracture of other and unspecified parts of femur
821.0,"fx, femur, closed","fracture of shaft or unspecified part of femur, closed"
821.00,"fx femur nos, closed","fracture of unspecified part of femur, closed"
821.01,"fx femur shaft, closed","fracture of shaft of femur, closed"
821.1,"fx, femur, open","fracture of shaft or unspecified part of femur, open"
821.10,"fx femur nos, open","fracture of unspecified part of femur, open"
821.11,"fx femur shaft, open","fracture of shaft of femur, open"
821.2,"fx, femur, lower end, closed","fracture of lower end of femur, closed"
821.20,"fx lower end femur nos, closed","fracture of lower end of femur, unspecified part, closed"
821.21,"fx femoral condyle, closed","fracture of femoral condyle, closed"
821.22,"fx lower femur epiphysis, closed","fracture of lower epiphysis of femur, closed"
821.23,"fx, supracondylar, femur, closed","supracondylar fracture of femur, closed"
821.29,"fx lower end femur nec, closed","other fracture of lower end of femur, closed"
821.3,"fx, femur, lower end, open","fracture of lower end of femur, open"
821.30,"fx lower end femur nos, open","fracture of lower end of femur, unspecified part, open"
821.31,"fx femoral condyle, open","fracture of femoral condyle, open"
821.32,"fx lower femur epiphysis, open","fracture of lower epiphysis of femur, open"
821.33,"fx, supracondylar femur, open","supracondylar fracture of femur, open"
821.39,"fx lower end femur nec, open","other fracture of lower end of femur, open"
822,"fracture, patella",fracture of patella
822.0,"fracture, patella, closed",closed fracture of patella
822.1,"fracture, patella, open",open fracture of patella
823,"fracture, tibia and fibula",fracture of tibia and fibula
823.0,"fx, tibia/fibula, upper end, closed","fracture of upper end of tibia and fibula, closed"
823.00,"fx upper end tibia, closed",closed fracture of upper end of tibia
823.01,"fx upper end fibula, closed",closed fracture of upper end of fibula
823.02,"fx upper tibia w/fibula, closed",closed fracture of upper end of fibula with tibia
823.1,"fx, tibia/fibula, upper end, open","fracture of upper end of tibia and fibula, open"
823.10,"fx upper end tibia, open",open fracture of upper end of tibia
823.11,"fx upper end fibula, open",open fracture of upper end of fibula
823.12,"fx upper tibia w/fibula, open",open fracture of upper end of fibula with tibia
823.2,"fracture, tibia/fibula shaft, clsd","fracture of shaft of tibia and fibula, closed"
823.20,"fx shaft tibia, closed",closed fracture of shaft of tibia
823.21,"fx shaft fibula, closed",closed fracture of shaft of fibula
823.22,"fx shaft fibula w/tibia, closed",closed fracture of shaft of fibula with tibia
823.3,"fracture, tibia/fibula shaft, open","fracture of shaft of tibia and fibula, open"
823.30,"fx tibia shaft, open",open fracture of shaft of tibia
823.31,"fx shaft fibula, open",open fracture of shaft of fibula
823.32,"fx shaft fibula w/tibia, open",open fracture of shaft of fibula with tibia
823.4,"fx, tibia and fibula, torus","fracture of tibia and fibula, torus"
823.40,"fx, tib/fib, torus, tibia alone","fracture of tibia and fibula, torus, tibia alone"
823.41,"fx, tib/fib, torus, fibula alone","fracture of tibia and fibula, torus, fibula alone"
823.42,"fx, tib/fib, torus, fibula w/tibia","fracture of tibia and fibula, torus, fibula with tibia"
823.8,"fx, tibia/fibula nos, closed","fracture of unspecified part of tibia and fibula, closed"
823.80,"fx tibia nos, closed",closed fracture of unspecified part of tibia
823.81,"fx fibula nos, closed",closed fracture of unspecified part of fibula
823.82,"fx tibia w/fibula nos, closed",closed fracture of unspecified part of fibula with tibia
823.9,"fx, tibia/fibula nos, open","fracture of unspecified part of tibia and fibula, open"
823.90,"fx tibia nos, open",open fracture of unspecified part of tibia
823.91,"fx fibula nos, open",open fracture of unspecified part of fibula
823.92,"fx tibia w/fibula nos, open",open fracture of unspecified part of fibula with tibia
824,"fracture, ankle",fracture of ankle
824.0,"fx medial malleolus, closed","fracture of medial malleolus, closed"
824.1,"fx medial malleolus, open","fracture of medial malleolus, open"
824.2,"fx lateral malleolus, closed","fracture of lateral malleolus, closed"
824.3,"fx lateral malleolus, open","fracture of lateral malleolus, open"
824.4,"fx bimalleolar, closed","bimalleolar fracture, closed"
824.5,"fx bimalleolar, open","bimalleolar fracture, open"
824.6,"fx trimalleolar, closed","trimalleolar fracture, closed"
824.7,"fx trimalleolar, open","trimalleolar fracture, open"
824.8,"fx ankle nos, closed","unspecified fracture of ankle, closed"
824.9,"fx ankle nos, open","unspecified fracture of ankle, open"
825,"fx, tarsal/metatarsal",fracture of one or more tarsal and metatarsal bones
825.0,"fx calcaneus, closed","fracture of calcaneus, closed"
825.1,"fx calcaneus, open","fracture of calcaneus, open"
825.2,"fx, tarsal/metatarsal, closed","fracture of other tarsal and metatarsal bones, closed"
825.20,"fx foot bone nos, closed","fracture of unspecified bone(s) of foot (except toes), closed"
825.21,"fx astragalus, closed","fracture of astragalus, closed"
825.22,"fx navicular, foot, closed","fracture of navicular (scaphoid) bone of foot, closed"
825.23,"fx cuboid, closed","fracture of cuboid bone, closed"
825.24,"fx cuneiform, foot, closed","fracture of cuneiform bone of foot, closed"
825.25,"fx metatarsal, closed","fracture of metatarsal bone(s), closed"
825.29,"fx foot bone nec, closed","other fracture of tarsal and metatarsal bones, closed"
825.3,"fx, tarsal/metatarsal, open","fracture of other tarsal and metatarsal bones, open"
825.30,"fx foot bone nos, open","fracture of unspecified bone(s) of foot (except toes), open"
825.31,"fx astragalus, open","fracture of astragalus, open"
825.32,"fx navicular, foot, open","fracture of navicular (scaphoid) bone of foot, open"
825.33,"fx cuboid, open","fracture of cuboid bone, open"
825.34,"fx cuneiform, foot, open","fracture of cuneiform bone of foot, open"
825.35,"fx metatarsal, open","fracture of metatarsal bone(s), open"
825.39,"fx foot bone nec, open","other fractures of tarsal and metatarsal bones, open"
826,"fracture, phalanges of foot",fracture of one or more phalanges of foot
826.0,"fx phalanx, foot, closed",closed fracture of one or more phalanges of foot
826.1,"fx phalanx, foot, open",open fracture of one or more phalanges of foot
827,"fx, lower limb","other, multiple, and ill-defined fractures of lower limb"
827.0,"fx lower limb nec, closed","other, multiple and ill-defined fractures of lower limb, closed"
827.1,"fx lower limb nec, open","other, multiple and ill-defined fractures of lower limb, open"
828,"fx, mlt lwr limb w/lwr/up/oth limbs","multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum"
828.0,"fx mlt lwr limb w/lwr/up/oth, clsd","multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum, closed"
828.1,"fx mlt lwr limb w/lwr/up/oth, open","multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum, open"
829,"fx, unspecified bones",fracture of unspecified bones
829.0,"fracture nos, closed","fracture of unspecified bone, closed"
829.1,"fracture nos, open","fracture of unspecified bone, open"
830,"dislocation, jaw",dislocation of jaw
830.0,"dislocation jaw, closed",closed dislocation of jaw
830.1,"dislocation jaw, open",open dislocation of jaw
831,"dislocation, shoulder",dislocation of shoulder
831.0,"dislocation, shoulder, closed",closed dislocation of shoulder
831.00,"dislocation shoulder nos, closed","closed dislocation of shoulder, unspecified site"
831.01,"dsloc, anterior humerus, closed",closed anterior dislocation of humerus
831.02,"dsloc, posterior humerus, closed",closed posterior dislocation of humerus
831.03,"dsloc, inferior humerus, closed",closed inferior dislocation of humerus
831.04,"dsloc, acromioclavicular, closed",closed dislocation of acromioclavicular (joint)
831.09,"dislocation shoulder nec, closed",closed dislocation of other site of shoulder
831.1,"dislocation, shoulder, open",open dislocation of shoulder
831.10,"dislocation shoulder nos, open","open dislocation of shoulder, unspecified"
831.11,"dsloc, anterior humerus, open",open anterior dislocation of humerus
831.12,"dsloc, posterior humerus, open",open posterior dislocation of humerus
831.13,"dsloc, inferior humerus, open",open inferior dislocation of humerus
831.14,"dsloc, acromioclavicular, open",open dislocation of acromioclavicular (joint)
831.19,"dislocation, shoulder nec, open",open dislocation of other site of shoulder
832,"dislocation, elbow",dislocation of elbow
832.0,"dislocation, elbow, closed",closed dislocation of elbow
832.00,"dislocation elbow nos, closed","closed dislocation of elbow, unspecified site"
