PX_CD,PX_HSDW_SHORT_DESC,PX_HSDW_LONG_DESC
99.83,phototherapy nec,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; miscellaneous physical procedures; other phototherapy
99.84,isolation,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; miscellaneous physical procedures; isolation
99.85,hyperthermia for cancer treatment,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; miscellaneous physical procedures; hyperthermia for treatment of cancer
99.86,"place bone stimulator, non-invasive",miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; miscellaneous physical procedures; non-invasive placement of bone growth stimulator
99.88,therapeutic photopheresis,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; miscellaneous physical procedures; therapeutic photopheresis
99.9,miscellaneous procedures,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures
99.91,acupuncture for anesthesia,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; acupuncture for anesthesia
99.92,acupuncture nec,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; other acupuncture
99.93,rectal massage for levator spasm,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; rectal massage (for levator spasm)
99.94,prostatic massage,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; prostatic massage
99.95,stretching of foreskin,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; stretching of foreskin
99.96,"collect sperm, artific insemination",miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; collection of sperm for artificial insemination
99.97,fit denture,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; fitting of denture
99.98,"extract milk, lactating breast",miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; extraction of milk from lactating breast
99.99,miscellaneous procedures nec,miscellaneous diagnostic and therapeutic procedures; other nonoperative procedures; other miscellaneous procedures; other
99000,specimen handling,handling and/or conveyance of specimen for transfer from the physician's office to a laboratory
99001,specimen handling,handling and/or conveyance of specimen for transfer from the patient in other than a physician's office to a laboratory (distance may be indicated)
99002,device handling,"handling, conveyance, and/or any other service in connection with the implementation of an order involving devices (eg, designing, fitting, packaging, handling, delivery or mailing) when devices such as orthotics, protectives, prosthetics are fabricated by an outside laboratory or shop but which items have been designed, and are to be fitted and adjusted by the attending physician"
99024,postop follow-up visit,"postoperative follow-up visit, normally included in the surgical package, to indicate that an evaluation and management service was performed during a postoperative period for a reason(s) related to the original procedure"
99025,initial surgical evaluation,initial (new patient) visit when starred (*) surgical procedure constitutes major service at that visit
99026,in-hospital on call service,"hospital mandated on call service; in-hospital, each hour"
99027,out-of-hosp on call service,"hospital mandated on call service; out-of-hospital, each hour"
99050,medical services after hrs,"services provided in the office at times other than regularly scheduled office hours, or days when the office is normally closed (eg, holidays, saturday or sunday), in addition to basic service"
99051,"med serv, eve/wkend/holiday","service(s) provided in the office during regularly scheduled evening, weekend, or holiday office hours, in addition to basic service"
99052,medical services at night,services requested between 10:00 pm and 8:00 am in addition to basic service
99053,"med serv 10pm-8am, 24 hr fac","service(s) provided between 10:00 pm and 8:00 am at 24-hour facility, in addition to basic service"
99054,medical services on sunday/holiday,services requested on sundays and holidays in addition to basic service
99056,med service out of office,"service(s) typically provided in the office, provided out of the office at request of patient, in addition to basic service"
99058,office emergency care,"service(s) provided on an emergency basis in the office, which disrupts other scheduled office services, in addition to basic service"
99060,out of office emerg med serv,"service(s) provided on an emergency basis, out of the office, which disrupts other scheduled office services, in addition to basic service"
99070,special supplies,"supplies and materials (except spectacles), provided by the physician over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)"
99071,patient education materials,"educational supplies, such as books, tapes, and pamphlets, provided by the physician for the patient's education at cost to physician"
99075,medical testimony,medical testimony
99078,group health education,"physician educational services rendered to patients in a group setting (eg, prenatal, obesity, or diabetic instructions)"
99080,special reports or forms,"special reports such as insurance forms, more than the information conveyed in the usual medical communications or standard reporting form"
99082,unusual physician travel,"unusual travel (eg, transportation and escort of patient)"
99090,computer data analysis,"analysis of clinical data stored in computers (eg, ecgs, blood pressures, hematologic data)"
